Student_ID,Age,Gender,Education_Level,Daily_Social_Media_Hours,Daily_AI_Tool_Usage_Hours,Sleep_Hours,Physical_Activity_Hours,Mental_Health_Score,Physical_Health_Score
STU_06730,18,Female,College,4.47,0.32,7.87,0.87,74.03,98.21
STU_06731,15,Male,High School,0.31,0,6.99,0,83.48,83.8
STU_06732,19,Male,College,4.57,4.68,6.12,0.22,60.44,81.67
STU_06733,25,Male,University,0,1.65,6.74,2.98,74.24,99.42
STU_06734,23,Male,University,2.65,3.12,6.61,3.58,79.88,97.49
STU_06735,23,Female,University,3.29,4.01,6.38,1.07,52.56,91.84
STU_06736,17,Female,High School,0,4.17,6.42,1.35,80.26,92.75
STU_06737,16,Male,High School,7.66,3.42,3.66,1.86,59.8,87.38
STU_06738,17,Male,High School,4.25,1.29,6,2.82,83.37,98.84
STU_06739,20,Male,College,2.6,0.17,7.22,0.18,63.41,99.73
STU_06740,15,Female,High School,9.2,5.74,6.36,0,73.9,72.83
STU_06741,19,Male,College,5.05,2.74,4.62,2.13,68.93,97.66
STU_06742,18,Male,College,5.37,3.34,4.73,0.61,79.16,89.23
STU_06743,24,Non-binary,University,3.9,1.63,6.01,0.82,84.15,77.68
STU_06744,13,Male,High School,3.11,3.09,6.15,0,52.55,98.44
STU_06745,25,Non-binary,University,4.97,1.74,3.87,1.88,76.18,87.04
STU_06746,19,Male,College,0,1.98,7.27,1.24,79.29,91.26
STU_06747,25,Male,University,0,0.07,8.6,3.23,83.96,98.91
STU_06748,19,Female,College,0.69,3.31,6.11,0.77,79.72,79.05
STU_06749,24,Male,University,0,0,7.25,2.6,83.68,98.16
STU_06750,13,Male,High School,5.61,4.53,6.51,1.33,76.76,58.6
STU_06751,21,Male,College,2.52,5.95,6.29,0.28,69.31,88.14
STU_06752,18,Non-binary,College,7.34,1.69,5.41,0.45,75,86.43
STU_06753,24,Male,University,3.77,4.1,5.76,0.87,66.79,97.4
STU_06754,14,Female,High School,2.1,1.8,6.9,0.95,64.26,98.32
STU_06755,17,Female,High School,3.92,2.49,7.42,1.55,60.12,99.38
STU_06756,25,Female,University,6.86,1.5,6.27,2.53,73,91.09
STU_06757,23,Female,University,3.46,1.74,7.8,0,66.45,77.94
STU_06758,16,Male,High School,7.2,1.74,5.96,1.08,70.24,90.02
STU_06759,19,Male,College,6.83,0,6.22,0.36,72.58,75.68
STU_06760,20,Male,College,2.65,3.09,8.18,0.64,77.21,99.83
STU_06761,23,Male,University,2.86,0,5.93,2.25,60.07,88.14
STU_06762,23,Male,University,2.72,1.79,7.72,2.55,81.89,98.8
STU_06763,13,Male,High School,1.07,0,7.57,0.35,83.56,79.09
STU_06764,17,Female,High School,0.36,1.83,6.48,1.69,78.43,97.43
STU_06765,15,Female,High School,2.83,2.97,5.4,0.71,68.12,95.96
STU_06766,13,Male,High School,0,4.95,6.94,0.69,84.52,93.96
STU_06767,24,Male,University,1.23,2.41,7.19,2.04,74.09,86.28
STU_06768,15,Male,High School,5.26,1.97,8.12,2.03,70.94,90.82
STU_06769,18,Male,College,0.57,0.49,7.5,2.9,78.96,98.32
STU_06770,19,Male,College,7.24,0.93,4.36,2.52,67.97,89.2
STU_06771,20,Female,College,5.51,4.61,6.45,2.15,79.85,80.56
STU_06772,25,Male,University,8.65,3.33,7.32,0,42.69,55.01
STU_06773,23,Male,University,9.18,0.86,6.1,3.01,85.65,93.05
STU_06774,16,Male,High School,5.87,0,6.96,0,83.53,82.94
STU_06775,15,Non-binary,High School,2.54,5.45,4.24,2.35,82.94,92.34
STU_06776,17,Female,High School,0,0.27,8.6,1.86,82.83,98.46
STU_06777,21,Female,College,0.32,2.48,6.15,2.9,77.42,99.9
STU_06778,25,Male,University,8.91,0.92,4.5,2.24,79.09,93.42
STU_06779,18,Male,College,0.27,0.52,6.58,0.45,76.36,79.87
STU_06780,21,Male,College,3.46,2.83,6.76,1.47,70.21,80.83
STU_06781,18,Male,College,7.01,4.04,5.09,0.48,69.23,94.96
STU_06782,14,Female,High School,1.82,3.68,7.59,0,67.93,96.88
STU_06783,25,Male,University,7.3,3.58,4.41,0.1,72.42,82.43
STU_06784,17,Male,High School,3.84,0.66,6.93,0.58,78.43,91.49
STU_06785,24,Female,University,4.55,2.8,5.4,2.65,62.03,96.83
STU_06786,23,Male,University,3.29,3.1,6.28,1.29,71.69,97.39
STU_06787,21,Female,College,1.71,0,8.71,3.07,84.22,97.71
STU_06788,20,Male,College,5.74,0,6.89,2.22,72.54,92.99
STU_06789,19,Male,College,5.43,2.59,6.48,1.47,61.46,75.66
STU_06790,13,Male,High School,5.85,1.01,5.24,0.54,56.27,73.29
STU_06791,16,Female,High School,6.54,0.17,6.09,0.58,76.45,80
STU_06792,24,Male,University,2.94,0,6.23,0.56,80.89,98.38
STU_06793,19,Male,College,5.43,1.23,3.99,2.7,39.01,94.05
STU_06794,23,Male,University,6.27,5.34,6.34,0,66.8,88.33
STU_06795,19,Female,College,5.05,4.05,4.74,0.89,79.54,87.04
STU_06796,18,Female,College,3,5.14,6.06,1.05,60.88,99.53
STU_06797,20,Male,College,4.92,1.17,6.79,3.82,62.03,97.84
STU_06798,23,Male,University,0,4.43,6.14,2.87,85.83,97.27
STU_06799,25,Female,University,4.97,4.73,4.88,0.88,71.75,98.74
STU_06800,18,Female,College,1.25,5.17,7.33,0.44,71.2,89.28
STU_06801,22,Female,University,4.08,2.04,4.78,0.15,61.77,86.73
STU_06802,15,Male,High School,2.98,1.64,5.76,2.77,68.6,96.32
STU_06803,16,Male,High School,4.15,2.34,6.58,0.62,65.73,76.08
STU_06804,15,Female,High School,0.15,2.67,6.92,1.12,79.39,94.09
STU_06805,13,Female,High School,5.79,0.14,6.12,1.88,79.55,98.66
STU_06806,22,Female,University,6.31,1.47,7.97,0.93,74.24,73.42
STU_06807,17,Male,High School,1.59,4.5,7.35,0.61,77.63,96.41
STU_06808,13,Female,High School,0.62,1.5,8.04,1.65,85.18,97.66
STU_06809,13,Female,High School,1.75,2.63,6.02,2.41,76.37,98.5
STU_06810,14,Female,High School,5.89,3.36,8.04,0,82.1,90.04
STU_06811,25,Male,University,3.86,4.74,5.58,0.41,63.14,84.03
STU_06812,16,Female,High School,3.52,3.59,6.91,2.84,82.64,97.35
STU_06813,18,Female,College,3.65,4.18,6.77,1.28,65.91,98.81
STU_06814,20,Female,College,2.35,3.28,5.95,0.42,82.96,89.29
STU_06815,25,Female,University,4.86,3.02,4.91,0.06,63.64,69.77
STU_06816,15,Non-binary,High School,7.82,4.07,5.53,2.32,71.71,98.17
STU_06817,13,Non-binary,High School,1.79,0,6.51,0.58,79.18,82.52
STU_06818,15,Male,High School,5.59,3.77,4.63,2.36,71.9,98.89
STU_06819,24,Female,University,3.89,0,6.01,1.73,63.27,86.55
STU_06820,15,Female,High School,3.87,1.57,7.51,0.59,75.18,74.68
STU_06821,17,Male,High School,7.47,4.11,4.9,0.44,49.84,66.08
STU_06822,23,Male,University,6.51,2.21,6.98,0.32,81.97,97.82
STU_06823,24,Male,University,4.05,2.37,7.07,1.27,81.33,83.71
STU_06824,24,Female,University,6.35,2.93,6.53,2.4,69.07,98.65
STU_06825,16,Male,High School,0,5.84,9.34,1.93,83.55,98.73
STU_06826,25,Female,University,0,0,6.52,0.22,80.52,95.72
STU_06827,16,Female,High School,2.27,1.2,7.38,2.88,81.98,99.87
STU_06828,21,Female,College,1.52,5.01,6.59,3.99,75.28,99.9
STU_06829,19,Male,College,3.43,2.05,6.63,0.02,75.81,93.5
STU_06830,16,Male,High School,6.88,2.15,2.94,0,61.57,82.9
STU_06831,15,Male,High School,3.51,3.73,5.65,1.26,74.05,89.52
STU_06832,18,Male,College,6.38,0.26,5.77,1.02,59.27,83.22
STU_06833,15,Female,High School,6.32,4.09,5.98,1.84,67.95,87.26
STU_06834,18,Female,College,0,1.84,5.46,1.65,66.46,74.87
STU_06835,23,Male,University,5.83,2.2,6.03,0.37,80.97,89.41
STU_06836,25,Female,University,7,1.04,5.14,0,72.86,80.47
STU_06837,23,Male,University,7.17,3.41,4.73,0.9,77.99,72.34
STU_06838,25,Male,University,3.84,1.93,4.35,2.39,72.78,97.48
STU_06839,25,Female,University,4.31,3,4.6,0.52,65.6,66.89
STU_06840,24,Male,University,4.47,1.83,5.97,1.81,77.36,82.69
STU_06841,21,Female,College,3.93,2.42,7.59,0.52,61.08,96.84
STU_06842,18,Female,College,1.55,1.49,6.81,0.55,77.48,97.55
STU_06843,24,Female,University,2.12,1.87,6.81,2.44,75.21,98.85
STU_06844,16,Male,High School,5.68,0.96,6.91,2.5,84.95,97
STU_06845,17,Male,High School,3.79,0.72,5.62,1.44,72.19,98.96
STU_06846,25,Male,University,4.42,5.65,4.71,0,48.82,91.46
STU_06847,18,Non-binary,College,6.9,2.83,6.46,0.18,70.12,86.82
STU_06848,23,Male,University,4.36,0,6.44,0,76.89,74.82
STU_06849,15,Male,High School,1.32,2.29,7.68,1.99,86.9,92.89
STU_06850,20,Female,College,9.69,4.27,4.61,0.48,64.52,65.67
STU_06851,16,Female,High School,3.43,0,7.88,1.22,78.1,84.8
STU_06852,20,Female,College,3.28,3.51,5.35,2.05,76.84,97.58
STU_06853,22,Non-binary,University,4.89,2.39,6.54,0.07,74.6,89.81
STU_06854,22,Male,University,3.82,0,7.5,2.02,81.55,85.77
STU_06855,15,Male,High School,4.02,1.35,5.54,2.67,82.43,85.69
STU_06856,22,Male,University,2.75,2.11,5.06,0,72.37,72.1
STU_06857,19,Male,College,6.6,0.19,5.36,1.73,79,83.92
STU_06858,23,Female,University,6.97,1.12,5.99,1.26,78.13,74.19
STU_06859,25,Male,University,8.72,2.91,5.37,1.57,71.75,88.61
STU_06860,24,Female,University,9.09,2.93,7.23,1.34,82.15,80.07
STU_06861,21,Male,College,0,3.28,6,0.83,79.29,87.12
STU_06862,16,Male,High School,5.7,1.29,7.63,1.99,83.78,97.75
STU_06863,20,Female,College,1.22,4.44,7.86,0.76,72.67,92.9
STU_06864,15,Male,High School,7.4,2.24,5.8,1.59,73.52,74.81
STU_06865,19,Female,College,4.99,1.71,4.33,2.81,63.05,87.09
STU_06866,15,Non-binary,High School,2.35,2.07,5.79,0,62.11,59.46
STU_06867,24,Female,University,1.34,3.13,7.8,0.53,81.75,92
STU_06868,19,Male,College,2.54,3.01,6.43,0.33,86.18,87.49
STU_06869,23,Female,University,2.17,1.66,8.21,1.68,64.04,94.74
STU_06870,22,Male,University,7.5,4.18,5.71,1.75,78.42,84.44
STU_06871,22,Female,University,4.36,2.11,5.12,0.85,61.88,78.32
STU_06872,23,Male,University,1.69,3.72,6.89,0.54,74.97,98.47
STU_06873,23,Male,University,5.24,4.94,8.36,2.66,84.39,86.29
STU_06874,18,Non-binary,College,5.2,1.58,5.67,2.18,66.6,98.05
STU_06875,14,Male,High School,3.86,1.79,8.4,0,59.53,77.38
STU_06876,23,Female,University,7.32,0.48,9.33,0.89,71.89,88.28
STU_06877,15,Male,High School,5.68,0.79,5.47,0.32,47.95,80.81
STU_06878,18,Female,College,5.48,3.7,4.25,1.36,71.24,97.75
STU_06879,16,Non-binary,High School,0,3.68,5.82,2.3,74.41,98.58
STU_06880,18,Male,College,3.42,0,5.69,2.13,79.96,83.6
STU_06881,13,Female,High School,5.92,0.65,5.7,0.69,68.3,75.68
STU_06882,22,Female,University,5.21,4.98,6.29,0.92,74.92,98.77
STU_06883,24,Female,University,4.5,0.96,4.3,0.96,64.25,94.29
STU_06884,13,Male,High School,6.01,2.01,6.14,0.01,72.55,81.4
STU_06885,15,Female,High School,5.42,2.56,6.96,0.75,68.23,93.66
STU_06886,20,Male,College,6.31,2.78,6.24,0,66.28,79.31
STU_06887,20,Male,College,5.28,0,7.46,0.97,62.56,88.31
STU_06888,23,Male,University,6.2,2.78,6.79,0.2,70.34,66.27
STU_06889,16,Female,High School,6.07,0,8.32,1.36,80.48,84.89
STU_06890,18,Female,College,4.29,1.31,5.64,1.94,64.9,96.75
STU_06891,20,Male,College,4.42,1.84,9.47,0,72.41,99.75
STU_06892,19,Female,College,4.69,0,5.73,1.19,82.5,75.05
STU_06893,23,Female,University,1.39,3.68,5.65,3.21,81.73,80.87
STU_06894,19,Male,College,0.64,0.84,7.1,1.05,83.78,92.82
STU_06895,25,Female,University,5.76,5.51,6.21,0,53.21,63.97
STU_06896,16,Male,High School,5.89,3.23,6.56,0.02,58.3,80.54
STU_06897,21,Male,College,4.44,2.04,8.12,1.52,85.43,98.99
STU_06898,24,Male,University,5.39,3.81,8.78,1.76,81.02,91.11
STU_06899,22,Female,University,6.14,0,6.89,0.26,69.24,60.92
STU_06900,18,Non-binary,College,5.59,2.81,8.5,1.29,83.67,98.77
STU_06901,24,Male,University,5.9,0.22,7.91,2.19,86.3,99.13
STU_06902,23,Male,University,1.26,3.96,4.49,1.4,79.55,81.53
STU_06903,15,Female,High School,8.61,1.67,6.74,1.46,80.45,82.58
STU_06904,17,Female,High School,5.31,0,4.03,1.51,62.75,91.98
STU_06905,17,Female,High School,6.84,0.02,7.73,1.11,83.72,88.49
STU_06906,17,Female,High School,5.96,2.48,7.03,0,74.47,93.44
STU_06907,20,Female,College,1.92,3.1,8.03,1.61,75.73,88.35
STU_06908,21,Female,College,2.78,0,5.37,0,65.83,91.36
STU_06909,25,Female,University,3.19,0,7.68,1.35,76.11,84.93
STU_06910,21,Male,College,7.37,1.7,6.53,0,68.91,91.94
STU_06911,25,Female,University,2.09,5.37,5.87,1.07,65.54,94.65
STU_06912,18,Male,College,1.37,1.51,7.47,1.68,85.93,97.58
STU_06913,18,Male,College,5.57,2.88,5.34,3.59,75.79,88.83
STU_06914,21,Male,College,8.88,0,5.44,0.05,60.45,86.24
STU_06915,16,Female,High School,2.4,7.35,7.51,0.98,74.88,75.2
STU_06916,18,Female,College,8.08,0.5,6.05,1.49,56.2,90.38
STU_06917,16,Female,High School,6.37,2.66,6.58,0,66.43,90.33
STU_06918,23,Male,University,3.45,0,7.03,2.46,75.72,99.58
STU_06919,13,Female,High School,1.19,3.22,7.42,1.66,82.9,97.28
STU_06920,19,Male,College,3.66,1.4,6.87,1.29,87.37,92.77
STU_06921,22,Female,University,2.52,2.9,4.24,2.41,63.18,85.35
STU_06922,23,Male,University,7.5,1.95,5.1,0,65.71,71.54
STU_06923,24,Female,University,4.42,3.33,5.76,0.34,73.94,86.66
STU_06924,18,Female,College,5.7,4.36,3.92,0.88,64.49,67.83
STU_06925,21,Female,College,5.72,0,6.69,0,59.51,73.35
STU_06926,19,Female,College,2.9,5.48,5.47,2.25,84.4,97.52
STU_06927,25,Female,University,4.68,1.19,5.46,0.29,81.79,82.67
STU_06928,19,Male,College,7,3.3,3.7,1.13,81.19,54.9
STU_06929,14,Female,High School,4.31,0.88,6.2,0.64,51.75,87.61
STU_06930,24,Male,University,3.84,2.71,6.9,0.8,74.69,82.11
STU_06931,23,Male,University,6.23,1.81,6.42,0,80.65,96.22
STU_06932,21,Male,College,1.25,6.05,7.38,0.62,71.32,84.22
STU_06933,22,Female,University,0,1.08,6.81,0.78,65.95,99.87
STU_06934,21,Male,College,5.22,5.37,7.26,0.62,66.74,80.5
STU_06935,18,Male,College,7.06,0.66,7.12,0.26,78.08,81.09
STU_06936,25,Non-binary,University,9,5.37,5.27,0,49.29,71.41
STU_06937,15,Female,High School,4.99,4.25,5.94,0,70.41,70.38
STU_06938,13,Male,High School,6.56,1.82,8.6,0.45,62.84,89.65
STU_06939,16,Female,High School,7.8,2.18,5.48,1.47,76.08,80.05
STU_06940,15,Male,High School,4.58,2.78,8.57,0,81.38,83.06
STU_06941,24,Female,University,2.9,2.5,7.64,2.76,80.89,98.98
STU_06942,13,Female,High School,2.64,3.22,5.68,0,66.29,94.21
STU_06943,15,Female,High School,3.76,2.71,6.59,0,64.75,91.01
STU_06944,16,Female,High School,8.12,0.69,5.56,0,59.09,94.1
STU_06945,25,Male,University,6.83,1.54,5.35,2.18,70.59,95.98
STU_06946,25,Male,University,3.95,3,6.51,0.75,69.64,89.47
STU_06947,20,Female,College,7.61,0.55,5.34,2.6,62.48,78.73
STU_06948,21,Male,College,5.63,1.54,5.46,0,73.97,71.61
STU_06949,15,Non-binary,High School,3.96,3.45,6.6,4.07,80.49,87.33
STU_06950,18,Male,College,4.94,2.93,7.64,0.07,77.3,65.38
STU_06951,22,Male,University,5.51,1.97,5.99,0.76,74.5,99.31
STU_06952,23,Female,University,4.84,4.32,6.53,0.88,67.44,83.51
STU_06953,17,Male,High School,8.85,4.24,5.93,1.1,72.1,95.08
STU_06954,18,Male,College,4.13,1.43,5.63,1.23,78.99,87.92
STU_06955,16,Male,High School,1.04,3.69,8.56,1.47,88.5,89.94
STU_06956,22,Non-binary,University,5.28,0.88,6.12,2.41,78.71,83.63
STU_06957,18,Male,College,3.77,2.97,5.76,0.62,70.85,90.55
STU_06958,19,Male,College,1.14,2.95,8.5,0.79,82.47,98.1
STU_06959,21,Male,College,6.16,2.5,6.71,2.74,72.78,97.02
STU_06960,22,Male,University,0,2.02,8.36,1.66,76.04,95.07
STU_06961,19,Male,College,5.22,2.6,5.27,0.38,78.34,93.15
STU_06962,18,Female,College,0,2.47,9.51,2.34,85.96,96.07
STU_06963,13,Non-binary,High School,4.51,0,5.28,0.93,64.62,88.53
STU_06964,14,Male,High School,5.88,4.99,7.07,3.24,76.81,98.24
STU_06965,13,Female,High School,6.33,3.62,6.96,0,87.36,75.7
STU_06966,21,Non-binary,College,6.52,1.67,6.15,1.35,62.92,88.32
STU_06967,22,Male,University,1.86,4.2,7.81,0.13,70.95,99.75
STU_06968,22,Male,University,4.97,1.56,4.83,0.89,81.35,87.26
STU_06969,21,Female,College,2.75,0,7.04,0.41,71.33,78.69
STU_06970,19,Female,College,2.6,3.11,7.81,1.3,65.44,91.34
STU_06971,25,Male,University,4.22,0,8.15,0.69,81.06,97.69
STU_06972,14,Male,High School,3.45,0.09,7.98,0.24,76.53,77
STU_06973,18,Male,College,1.91,0.54,4.53,0.12,77.95,77.55
STU_06974,23,Male,University,5.3,2.67,7.39,1.11,89.6,91.43
STU_06975,16,Female,High School,5.87,2.8,6.62,0.59,86.07,88.07
STU_06976,13,Female,High School,2.35,4.4,8.32,2.07,85.3,98.02
STU_06977,13,Female,High School,4.04,0.28,6.79,0,68.22,73.14
STU_06978,24,Male,University,4.08,1.18,4.49,1.48,67.12,82.78
STU_06979,17,Male,High School,4.12,4.81,6.35,1.51,75.98,92.83
STU_06980,24,Male,University,4.36,3.44,4.71,3.17,67.32,70.3
STU_06981,14,Female,High School,5.22,3.05,6.64,1.31,67.74,76.92
STU_06982,16,Female,High School,7.42,2.43,4.89,1.43,73.87,96.64
STU_06983,13,Male,High School,4.83,3.22,8.06,0,75.64,76.56
STU_06984,16,Male,High School,3.22,2.55,6.88,1.44,74.23,97.89
STU_06985,23,Female,University,4.47,2.68,4.09,0,51.61,90.39
STU_06986,18,Female,College,1.84,3.33,8.52,0,80.44,91.35
STU_06987,22,Male,University,2.26,0.86,9.89,1.07,87.66,98.92
STU_06988,16,Male,High School,5.58,2.84,5.48,1.48,59.79,87.82
STU_06989,13,Male,High School,0,0,5.95,2.26,87.44,99.13
STU_06990,19,Female,College,3.96,2.51,5.18,3.1,50.77,97.1
STU_06991,14,Female,High School,6.82,1.6,3.74,0.31,62.18,83.56
STU_06992,21,Female,College,5.51,3.97,6.84,0.14,59.5,69.13
STU_06993,25,Female,University,6.65,0,5.66,0,66.76,78.48
STU_06994,15,Non-binary,High School,5.34,2.85,5.49,0.39,71.52,77.97
STU_06995,20,Male,College,9.48,3.61,5.3,0,76.14,86.82
STU_06996,25,Male,University,1.42,3.84,8.47,2.63,76.12,98.34
STU_06997,20,Male,College,4.79,1.33,6.22,3.16,67.84,97.8
STU_06998,15,Male,High School,6.32,1.86,5.74,1.29,66.24,76.73
STU_06999,16,Female,High School,3.45,3.25,5.4,1.53,70.47,87.65
STU_07000,14,Female,High School,7.45,0.42,6.87,0.68,62.77,84.16
STU_07001,16,Female,High School,6.01,1.69,5.21,1.13,83.3,85.97
STU_07002,23,Male,University,0.77,0.93,6.67,2.65,80.21,98.93
STU_07003,23,Male,University,5.41,0,7.97,0,69.12,80.32
STU_07004,23,Male,University,6.02,5.14,4.39,0.32,81,88.66
STU_07005,21,Female,College,8.58,2.55,3.84,0.94,78.47,77.6
STU_07006,14,Male,High School,4.05,0.61,6.09,0,57.56,78.82
STU_07007,24,Male,University,5.9,0,6.44,1.12,64.3,96.21
STU_07008,24,Male,University,5.14,3.08,6.87,0,50.57,74.69
STU_07009,25,Non-binary,University,3.09,0,6.87,1.51,87.11,93.89
STU_07010,15,Female,High School,3.63,1.3,6.85,1.14,87.72,99.38
STU_07011,23,Female,University,0,2.41,9.18,1.53,85.65,97.48
STU_07012,23,Female,University,3.32,0.26,7.53,1.42,76.58,82.9
STU_07013,16,Female,High School,8.43,5.47,5.21,1.79,75.47,73.66
STU_07014,17,Male,High School,4.07,0.65,6.72,0.64,84.08,87.38
STU_07015,13,Male,High School,6.61,0.27,6.17,0.87,85.73,84.6
STU_07016,19,Female,College,5.07,2.91,7.38,0.33,70.36,84.68
STU_07017,22,Female,University,5.56,1.86,8.1,1.12,76.98,91.06
STU_07018,19,Male,College,9.49,5.97,5.3,0.76,46.74,91.02
STU_07019,21,Male,College,3.48,5.04,4.95,0,85.29,79.74
STU_07020,16,Female,High School,3.46,5.2,7.86,2.12,57.74,97.61
STU_07021,18,Male,College,7.22,3.49,4.99,1.42,46.25,68.89
STU_07022,23,Female,University,4.3,3.71,6.59,2.27,71.4,90.44
STU_07023,14,Male,High School,3.82,1.83,3.54,1.69,74.24,85.82
STU_07024,24,Male,University,6.88,3.72,5.25,1.87,65.25,81.19
STU_07025,24,Male,University,5.15,1.31,7.47,0.11,71.99,98.85
STU_07026,16,Female,High School,4.12,2.26,7.41,0.78,61.94,88.11
STU_07027,14,Female,High School,3.65,0,5.72,0.02,71.03,95.19
STU_07028,22,Male,University,2.39,1.71,7.39,2.08,73.73,98.04
STU_07029,17,Female,High School,0.63,3.51,4.06,1.25,79.19,93.2
STU_07030,19,Male,College,7.28,4.47,4.59,0.5,76.25,85.58
STU_07031,25,Male,University,3.44,3.31,5.56,1.48,77.46,75.21
STU_07032,13,Female,High School,0.24,4.97,8.1,1.51,74.56,97.7
STU_07033,22,Male,University,8.96,0,5.77,0.75,61.41,76.93
STU_07034,22,Female,University,4.72,3.44,6.97,2.99,39.23,96.3
STU_07035,19,Female,College,4.56,0.92,7.55,0.01,82.06,98.33
STU_07036,22,Female,University,0.53,3.25,7.06,0.57,76.15,89.72
STU_07037,25,Female,University,5.95,1.04,8.03,1.66,84.23,96.03
STU_07038,18,Female,College,3.17,1.47,5.83,0.78,80.44,94.91
STU_07039,18,Male,College,3.18,4.04,6.84,0,79.99,69.67
STU_07040,24,Male,University,5.53,2.94,3.86,0,80.61,74.49
STU_07041,20,Male,College,4.8,1,7.44,0.44,70.13,83.55
STU_07042,20,Female,College,2.07,0,7.86,1.51,79.53,83.52
STU_07043,18,Male,College,0.94,0.92,6.75,1,75.67,87.08
STU_07044,15,Male,High School,4.91,2.37,5.79,1.08,76.89,72.32
STU_07045,17,Female,High School,4.7,0.32,8.04,0,76.49,84.66
STU_07046,14,Female,High School,11.02,2.94,4.87,1.39,62.6,83.66
STU_07047,17,Non-binary,High School,0,0.53,8.59,0.81,77.22,95.36
STU_07048,21,Female,College,4.87,2.15,5.93,2.28,58.34,88.27
STU_07049,22,Male,University,0.44,3.09,7.66,1.77,62.64,86.96
STU_07050,13,Female,High School,3.46,1.63,5.26,1.74,74.79,84.29
STU_07051,22,Male,University,3.43,4.41,5.85,1.6,73.62,90.58
STU_07052,17,Male,High School,5.86,3.16,6.43,0.75,75.42,98.77
STU_07053,24,Female,University,5.92,0.83,8.86,1.09,77.2,96.15
STU_07054,18,Female,College,7.91,0.46,7.71,0.62,68.3,97.17
STU_07055,23,Female,University,5.12,5.3,5.78,2.31,85.68,70.95
STU_07056,19,Non-binary,College,6.96,4.48,7.56,0,76.17,87.68
STU_07057,21,Female,College,7.94,1.86,5.86,2.58,75.84,78.43
STU_07058,18,Male,College,5.15,3.02,7.28,0.16,62.5,78.51
STU_07059,17,Female,High School,7.44,1.98,5.93,1.07,81.64,74.73
STU_07060,24,Female,University,5.03,3.67,5.44,0.81,68.76,80.91
STU_07061,19,Non-binary,College,4.48,2.8,5.94,1.43,77.2,77.35
STU_07062,25,Male,University,2.89,0,4.86,1.64,77.4,96.13
STU_07063,13,Male,High School,5.46,4.56,5.61,1.82,78.06,88.41
STU_07064,23,Female,University,5.36,4.93,4.77,0.49,66.53,90.27
STU_07065,17,Male,High School,5.39,1.65,6.91,2.38,75.91,98.54
STU_07066,14,Female,High School,7.35,3.06,7.05,1.92,65.06,99.66
STU_07067,16,Male,High School,6.77,4.45,5.51,0.57,60.19,88.46
STU_07068,19,Male,College,0.81,8.61,4.87,3.38,70.92,88.62
STU_07069,17,Female,High School,0.86,3.45,8.24,0.63,63.66,97.27
STU_07070,24,Male,University,4.81,3.13,6,1.8,65.33,95.73
STU_07071,18,Female,College,2.06,4.05,8.16,1.33,85.97,98.36
STU_07072,14,Male,High School,4.26,4.23,6.78,0.27,71.48,97.79
STU_07073,15,Male,High School,2.22,3.46,9.06,3.81,78.87,98.17
STU_07074,19,Male,College,4.74,0.18,6.52,1.32,74.81,95.62
STU_07075,23,Female,University,1.95,2.82,4.46,0.85,74.08,73.9
STU_07076,14,Male,High School,5.5,3.03,6.54,1.16,73.52,91.57
STU_07077,24,Female,University,1.83,0,6.07,2.14,84.65,99.66
STU_07078,18,Female,College,4.84,3.64,5.23,0.03,58.73,72.84
STU_07079,17,Female,High School,0.28,0.47,8.96,1.33,83.27,97.8
STU_07080,22,Female,University,1.67,4.88,7.09,1.89,81.62,99.84
STU_07081,13,Male,High School,6.26,1.06,5.6,1.48,66.84,88.96
STU_07082,24,Male,University,7.71,4.2,5.96,0.94,60.55,94.96
STU_07083,23,Female,University,6.78,1.27,6.39,0,78.2,71.04
STU_07084,22,Male,University,6.39,4.77,3.8,0.35,47.71,88.51
STU_07085,23,Female,University,8.2,4.99,6.8,1.65,70.94,82.18
STU_07086,16,Female,High School,6.91,3.52,7,2.09,38.73,84.17
STU_07087,23,Male,University,0.67,1.37,6.82,1.43,63.3,98.79
STU_07088,14,Female,High School,6.88,3.26,6.42,0.45,57.57,85.72
